	result	action_0	action_1	action_2	action_3	action_4	model_state
127	0.896551724137931	0.5	0.9513728	-0.15082571	-0.52050465	0.9551061	trained
128	0.7857142857142857	0.5	-1.0810235	-0.6560028	-0.5570051	1.7804914	trained
129	0.7142857142857143	0.5	1.3640836	-0.49179092	-0.09134949	0.59617925	trained
130	1.0	0.5	-0.9850312	-1.4977325	-0.001636358	-0.317349	trained
131	0.8666666666666667	0.5	1.5856467	-0.32688358	-2.0786653	0.12693502	trained
132	1.0	0.17515302	2.13949	-0.5179144	-0.30414817	0.57175064	trained
133	1.0	0.5	0.907253	0.7256576	-0.9178831	0.27399448	trained
134	0.7857142857142857	0.5	-0.12994169	0.008601349	-0.8259504	0.061741106	trained
135	0.896551724137931	0.5	0.74969405	0.23370892	-0.301585	-0.52982765	trained
136	0.88	0.33869657	0.12739468	3.3205693	1.0445671	0.62671316	trained
137	-1.0	-0.5	1.3589098	0.26542696	1.092959	-0.2528955	trained
138	1.0	-0.013271928	-0.71767807	-0.5238704	-0.61394364	0.49357802	trained
139	0.7857142857142857	0.5	-0.73695993	0.4819938	-0.50593096	-0.38582137	trained
140	0.8571428571428571	0.21530904	0.94750684	-0.49036115	0.9322329	1.0637096	trained
141	1.0	0.5	1.3696305	0.9258172	1.3793018	0.44981804	trained
142	0.7857142857142857	0.5	0.07719757	1.4717075	1.1201872	-0.4953665	trained
143	0.42857142857142855	0.5	0.44486985	-0.3402573	-1.4299912	0.9966897	trained
144	0.3448275862068966	0.46077177	0.21489868	0.066976056	0.77790666	-0.19527744	trained
145	0.8571428571428571	0.5	-0.45672688	0.67588973	0.33389333	-0.35605413	trained
146	-1.0	-0.5	0.2558086	1.4122202	0.49130148	-0.70252377	trained
147	0.6666666666666666	0.5	0.5723062	-0.3145315	0.77988964	0.5847286	trained
148	-1.0	-0.28319803	-0.29625392	1.540987	1.7133003	1.2655149	trained
149	1.0	0.5	-0.58605194	-0.06388329	4.0457726	0.5642792	trained
150	0.8695652173913043	0.25624862	-0.6173773	-0.5149017	-0.8409843	-0.80909437	trained
151	-0.5	0.09196159	-1.737557	-0.2789071	0.04913363	0.23353872	trained
152	-1.0	-0.45400462	-0.895911	2.0076501	1.1225616	-0.008299302	trained
153	1.0	0.5	1.5980008	-1.0348346	-1.081738	0.6280176	trained
154	-1.0	-0.30703655	-0.39015883	-0.34673998	-1.1249616	0.26983678	trained
155	0.8666666666666667	0.5	0.89032793	0.6551905	-0.3411781	-0.9133077	trained
156	-1.0	-0.5	-0.727438	-0.7319589	2.0747137	-1.8398397	trained
157	1.0	-0.035734415	1.5723861	1.6522977	-0.5590992	0.23539224	trained
158	-1.0	-0.5	-1.6510425	-0.6487187	-0.76850414	-0.5391275	trained
159	-1.0	-0.5	1.6853004	-0.5755234	-0.82638156	-0.17413977	trained
160	0.8695652173913043	0.30256075	-0.46266532	0.42409196	0.079380274	-2.2185931	trained
161	1.0	0.5	1.0091166	0.9523927	1.4297293	0.95746154	trained
162	1.0	-0.2651172	0.5151819	-1.274198	-0.12587291	-1.0333122	trained
163	-0.5	-0.38820866	0.3784929	-0.37008753	-0.4523666	-0.97061247	trained
164	-0.5	-0.1437318	-1.8564051	-1.4377651	0.18263516	-1.8809122	trained
165	1.0	0.5	-1.6446582	0.544035	0.02273096	-0.72741795	trained
166	0.8421052631578947	0.15759909	-0.5607261	1.1307595	-1.138573	0.20485581	trained
167	1.0	0.5	2.6201868	-0.64789957	-0.20701823	0.5829068	trained
168	1.0	0.15957147	-1.4608283	1.3819352	1.957042	-0.8085651	trained
169	1.0	0.5	0.88824916	-0.89706343	1.0184059	-0.5630875	trained
170	1.0	0.21244667	-0.4049323	1.3992068	2.3791325	-0.65037465	trained
171	-1.0	0.5	-1.2780894	-1.188849	0.3653792	-1.2913297	trained
172	0.896551724137931	0.5	0.4124021	1.1618804	3.1018553	-0.57206047	trained
173	0.7857142857142857	0.5	-0.2202114	-0.9267433	-0.19010252	-0.044267576	trained
174	-1.0	-0.5	0.53958213	0.7502602	0.14412306	1.3448489	trained
175	-1.0	-0.5	-1.0760212	1.6823496	0.25631797	-0.9491298	trained
176	-1.0	-0.5	-0.46234867	-1.1117634	0.11538253	0.62986964	trained
177	0.7142857142857143	0.031059563	-0.9470434	-1.7677935	-0.8634755	0.2716747	trained
178	-1.0	-0.5	-0.0736399	0.72980726	-0.53271383	-0.58502537	trained
179	0.72	0.3503679	-0.06611249	-0.3615342	-0.4894123	0.5037055	trained
180	-1.0	-0.3218641	-0.06005	0.059170753	0.1865726	0.18186924	trained
181	-1.0	-0.43997088	-0.50929445	-0.23491386	2.1034758	-1.3238976	trained
182	-1.0	-0.5	0.20191209	-1.6191489	-0.44120467	-1.3325648	trained
183	1.0	0.19114402	1.4064358	-0.08687609	-1.7329544	-0.78585505	trained
184	1.0	0.5	-0.049371596	0.25946236	0.6196092	-2.512746	trained
185	0.6666666666666666	0.5	-0.31188443	-0.027289836	0.6001038	0.8165585	trained
186	0.7142857142857143	0.5	1.0334861	0.44198582	0.5941459	-0.70658994	trained
187	0.88	0.36437067	-1.2191443	-1.3782456	0.57845694	0.33562765	trained
188	1.0	0.5	0.28871223	1.9708657	0.014063401	-0.056678336	trained
189	1.0	-0.12372252	0.6119921	0.3533683	-1.9797645	0.04077888	trained
190	0.7586206896551724	0.5	0.26459768	-1.064798	-0.11428822	-0.7529555	trained
191	0.896551724137931	0.4983224	0.274422	0.9557561	1.0042218	0.18639904	trained
192	0.8666666666666667	0.5	1.2619408	1.1997383	-0.72797143	0.22245544	trained
193	0.8695652173913043	0.25462747	0.58578014	-0.9315269	0.5343016	-1.2608175	trained
194	0.42857142857142855	0.5	0.18601024	-0.030464789	0.5584518	1.1616957	trained
195	0.8571428571428571	0.5	-0.8836017	1.96379	0.876551	0.26245058	trained
196	0.8461538461538461	0.44437292	-0.9260328	-2.568154	0.9492073	-0.88723946	trained
197	1.0	0.5	-0.3294426	1.1189444	1.1131878	1.1758316	trained
198	1.0	0.5	-0.7908181	0.37273046	-0.29421034	-0.6834305	trained
199	0.8	0.23236555	-0.17644821	-0.8844158	-0.14739288	-1.7291698	trained
